fbr_id,full_name,declared_income_pkr,tax_paid_pkr,filer_status,reported_address,phone_number
FBR-101280,Mansoor Mughal,2697804,141200,Filer,"House 201, Street 38, Shah Rukn-e-Alam, Multan",0313-6878859
FBR-101281,Syed Naveed Warraich,958140,56769,Filer,"House No. 379, Gali 38, B-17, Islamabad",0313-8438704
FBR-101282,Malik Ahmed Afridi,0,0,Filer,"House No. 160, Gali 34, G-13/1, Islamabad",0309-8903903
FBR-101283,Zainab Saddozai,500892,43601,Filer,"House 79, Street 5, Madina Town, Faisalabad",+92 324 1687389
FBR-101284,Fahad Afridi,3240960,253923,Filer,"300-11 North Nazimabad, Karachi",0318-9460961
FBR-101285,A.Wazir,0,0,Non-Filer,مکان 216 گلی 4 North Nazimabad کراچی,+92 304 5628257
FBR-101286,Farah Kayani,0,0,Non-Filer,"House 7, Street 7, DHA Phase 5, Lahore",0333-9304320
FBR-101287,Asad Kakar,43199244,3045400,Filer,"House 250, Street 36, Gulbahar, Peshawar",03497305252
FBR-101288,Rana Khalid Butt,3613920,133286,Filer,"House No. 303, Gali 7, Peoples Colony, Faisalabad",0341-2970875
FBR-101289,M.Bangash,793968,60998,Filer,مکان 178 گلی 29 Cantt Multan,0339-9770547
FBR-101290,R.Wazir,322308,15298,Filer,مکان 291 گلی 12 F-8/3 اسلام آباد,+92 305 2657659
FBR-101291,Rida Khokhar,555204,36398,Filer,"House 184, Street 23, University Town, Peshawar",+92 323 5641122
FBR-101292,Sardar Ubaid Orakzai,27142548,882454,Filer,"House No. 394, Gali 11, Shah Rukn-e-Alam, Multan",03186400269
FBR-101293,Rana Saad Hashmi,379656,16954,Filer,"House No. 171, Gali 23, Hayatabad Phase 3, Peshawar",+92 348 4818006
FBR-101294,Noor Raja,4014120,171373,Filer,"House 161, Street 40, Shah Rukn-e-Alam, Multan",0332-7420579
FBR-101295,F.Cheema,2913660,81356,Filer,مکان 186 گلی 11 University Town Peshawar,0315-1267216
FBR-101297,S. Bangash,3383712,231268,Filer,H#208 St-17 DGround Faisalabad,+92 315 9939366
FBR-101298,A.Saddozai,493380,11054,Filer,مکان 315 گلی 37 University Town Peshawar,0301-5301863
FBR-101299,Chaudhary Sadia Abbasi,20470020,1299862,Filer,"House No. 14, Gali 32, Shah Rukn-e-Alam, Multan",0302-9540212
FBR-101300,Rashid خان,38192688,2910726,Filer,"11-40 Johar Town, Lahore",03377954589
FBR-101301,U.Tarar,27946608,2367562,Filer,مکان 322 گلی 37 Westridge راولپنڈی,03492529212
FBR-101302,Arsalan Bhatti,699072,20942,Filer,"House 40, Street 9, Madina Town, Faisalabad",0323-3160312
FBR-101303,L. Rajput,1294704,31847,Filer,H#54 St-39 MadinaTown Faisalabad,+92 315 4757489
FBR-101305,عمران Gill,4047900,313732,Filer,"33-23 DHA Phase 6, Karachi",03045228060
FBR-101306,R.Bangash,4155768,235079,Filer,مکان 203 گلی 14 Hayatabad Phase 3 Peshawar,+92 334 6111364
FBR-101308,H. Kakar,441036,24495,Filer,H#33 St-34 G-13/1 Islamabad,0332-4265164
FBR-101309,Haji Talha Malik,44094948,3212559,Filer,"House No. 374, Gali 8, Shah Rukn-e-Alam, Multan",+92 321 2579766
FBR-101310,Chaudhary Luqman Tarar,3667596,261985,Filer,"House No. 71, Gali 22, North Nazimabad, Karachi",+92 311 6220992
FBR-101312,Zeeshan Naqvi,1039128,62016,Filer,"311-4 DHA Phase 5, Lahore",0340-7260367
FBR-101313,محمد Bhatti,4094400,221464,Filer,"15-37 Gulshan-e-Iqbal, Karachi",0345-2164158
FBR-101314,T.Rizvi,0,0,Non-Filer,مکان 50 گلی 10 Chaklala Scheme 3 راولپنڈی,+92 345 3968364
FBR-101315,Ayesha Abbasi,384756,15599,Filer,"House 16, Street 40, University Town, Peshawar",+92 308 3018015
FBR-101316,Farhan Mehsud,657564,49662,Filer,"52-32 Bahria Phase 4, Rawalpindi",03193604706
FBR-101317,B. Zaidi,2466492,200496,Filer,H#230 St-8 UniversityTown Peshawar,0341-6676469
FBR-101319,H.Gilani,3777960,277823,Filer,مکان 273 گلی 34 D Ground Faisalabad,+92 338 4371081
FBR-101320,Haris Mirza,25782348,1457122,Filer,"207-28 Shah Rukn-e-Alam, Multan",0331-9228643
FBR-101323,Luqman Baig,1241352,82003,Filer,"27-28 Wapda Town, Lahore",0336-8049798
FBR-101324,R.Qureshi,40454148,3575415,Filer,مکان 114 گلی 21 DHA Phase 6 کراچی,0303-9309339
FBR-101325,Ahmed Butt,560112,47390,Filer,"House 353, Street 8, DHA Phase 6, Karachi",03205033031
FBR-101326,Saad Virk,2584356,170983,Filer,"House 191, Street 26, Hayatabad Phase 3, Peshawar",0349-3628138
FBR-101328,K. Lodhi,0,0,Non-Filer,H#399 St-32 HayatabadPhase3 Peshawar,03291174981
FBR-101330,Junaid Saddozai,610560,45636,Filer,"146-35 Model Town, Lahore",0324-5387228
FBR-101331,Malik Haris Raja,2398500,140852,Filer,"House No. 103, Gali 9, Madina Town, Faisalabad",+92 340 8867792
FBR-101332,Hussain Virk,0,0,Filer,"House 391, Street 5, Satellite Town, Rawalpindi",0310-9717186
FBR-101333,B.Kazmi,2537904,152418,Filer,مکان 394 گلی 14 Hayatabad Phase 3 Peshawar,0320-1238423
FBR-101334,Saad Gill,20936472,483893,Filer,"House 330, Street 4, DHA Phase 6, Karachi",+92 336 3568550
FBR-101335,Mian Talha Afridi,0,0,Non-Filer,"House No. 337, Gali 29, Chaklala Scheme 3, Rawalpindi",0307-2164051
FBR-101336,Mian Rashid Zaidi,0,0,Non-Filer,"House No. 58, Gali 5, DHA Phase 5, Lahore",0338-9963626
FBR-101337,Jawad بٹ,3398100,189533,Filer,"351-15 Satellite Town, Rawalpindi",03061057394
FBR-101338,Rabia Siddiqui,0,0,Non-Filer,"House 391, Street 3, Hayatabad Phase 3, Peshawar",03219718517
FBR-101339,Syed Amna Khattak,22185036,1348352,Filer,"House No. 352, Gali 40, Gulshan-e-Iqbal, Karachi",03374987424
FBR-101340,Farhan Afridi,2056932,82187,Filer,"79-30 North Nazimabad, Karachi",0345-4755409
FBR-101342,زینب Gondal,32365596,978816,Filer,"321-23 DHA Phase 6, Karachi",+92 316 8065567
FBR-101343,S.Virk,2161440,183777,Filer,مکان 173 گلی 21 Gulshan-e-Iqbal کراچی,03419816623
FBR-101344,R. Baig,0,0,Non-Filer,H#338 St-40 Gulbahar Peshawar,+92 327 7848595
FBR-101345,Sardar Rashid Rajput,3084516,159041,Filer,"House No. 334, Gali 29, G-13/1, Islamabad",0331-7291004
FBR-101346,S. Mughal,2044272,143989,Filer,H#265 St-28 ShahRukn-e-Alam Multan,03171399891
FBR-101347,Sajid Saddozai,33184380,1080449,Filer,"394-10 Gulgasht, Multan",0315-9544822
FBR-101348,Yasir Saddozai,1371192,82006,Filer,"House 162, Street 40, Westridge, Rawalpindi",03481592263
FBR-101351,Z. Zaidi,41242620,966492,Filer,H#84 St-27 BahriaPhase4 Rawalpindi,+92 340 3271332
FBR-101352,Sardar Yousuf Orakzai,671832,42900,Filer,"House No. 59, Gali 10, Johar Town, Lahore",03115962748
FBR-101353,Chaudhary Khalid Rajput,686736,37392,Filer,"House No. 301, Gali 24, Satellite Town, Rawalpindi",+92 339 4050662
FBR-101354,Farah Gilani,3436416,156944,Filer,"House 44, Street 24, Gulberg III, Lahore",03023263974
FBR-101355,Adnan Siddiqui,689076,29133,Filer,"House 101, Street 21, Gulbahar, Peshawar",0306-8950490
FBR-101357,Rana Mustafa Bhatti,2676528,176315,Filer,"House No. 333, Gali 16, Satellite Town, Rawalpindi",+92 324 8531813
FBR-101358,Bushra Khokhar,24835908,1505379,Filer,"171-36 Cantt, Multan",03021179145
FBR-101359,Khalid Baig,633840,13984,Filer,"199-3 North Nazimabad, Karachi",+92 326 6631019
FBR-101360,O.Bangash,3790356,267501,Filer,مکان 178 گلی 17 Johar Town لاہور,0342-1109675
FBR-101361,Malik Farah Raja,2074260,169898,Filer,"House No. 164, Gali 33, Gulbahar, Peshawar",+92 347 3695333
FBR-101362,J.Chaudhry,785580,49518,Filer,مکان 399 گلی 6 Bahria Phase 4 راولپنڈی,03001225606
FBR-101363,F.Abbasi,0,0,Non-Filer,مکان 236 گلی 22 D Ground Faisalabad,0309-3046457
FBR-101364,T. Raja,2975808,109824,Filer,H#2 St-28 Cantt Multan,03131838837
FBR-101365,Saba Naqvi,0,0,Non-Filer,"House 102, Street 32, Westridge, Rawalpindi",0345-5761681
FBR-101367,Kinza Siddiqui,0,0,Non-Filer,"House 97, Street 12, Cantt, Multan",+92 323 3725015
FBR-101368,I. Tarar,1003932,54221,Filer,H#147 St-14 DGround Faisalabad,03346784096
FBR-101369,Zara Mehsud,1340028,81115,Filer,"House 387, Street 11, Gulberg III, Lahore",+92 300 2053323
FBR-101370,N. Tareen,584268,22012,Filer,H#41 St-29 UniversityTown Peshawar,0301-4872199
FBR-101371,Syed Kinza Mehsud,0,0,Non-Filer,"House No. 34, Gali 37, D Ground, Faisalabad",+92 325 8562950
FBR-101372,A.Niazi,0,0,Non-Filer,مکان 161 گلی 35 University Town Peshawar,0313-3861403
FBR-101374,H.Awan,820428,19946,Filer,مکان 196 گلی 10 University Town Peshawar,+92 335 1234044
FBR-101375,Saad Abbasi,2204172,86492,Filer,"112-7 Peoples Colony, Faisalabad",0306-8923681
FBR-101376,A. Hashmi,0,0,Non-Filer,H#156 St-36 DHAPhase6 Karachi,+92 323 4186766
FBR-101377,R.Mughal,2439444,170697,Filer,مکان 181 گلی 7 Clifton Block 2 کراچی,03058997703
FBR-101379,Mehwish Siddiqui,33433188,1526307,Filer,"272-19 Peoples Colony, Faisalabad",+92 325 3149723
FBR-101380,Chaudhary Kamran Malik,1069224,29545,Filer,"House No. 214, Gali 16, Gulshan-e-Iqbal, Karachi",+92 315 4916445
FBR-101381,Waseem Zaidi,0,0,Non-Filer,"170-13 Wapda Town, Lahore",03154840752
FBR-101382,M.Gilani,4048728,144194,Filer,مکان 161 گلی 33 Clifton Block 2 کراچی,03063488991
FBR-101383,Wajahat Shirazi,1331328,48669,Filer,"35-29 Shah Rukn-e-Alam, Multan",03335634040
FBR-101384,Chaudhary Yousuf Janjua,681180,56789,Filer,"House No. 168, Gali 23, Satellite Town, Rawalpindi",+92 347 3451490
FBR-101385,Chaudhary Saqib Shirazi,0,0,Non-Filer,"House No. 331, Gali 13, Peoples Colony, Faisalabad",+92 349 3019346
FBR-101386,Hina Kazmi,1119060,94447,Filer,"193-28 Johar Town, Lahore",0304-5378650
FBR-101387,Hassan Khattak,1947612,160439,Filer,"House 41, Street 24, Shah Rukn-e-Alam, Multan",03328494132
FBR-101388,I. Joiya,0,0,Non-Filer,H#56 St-18 UniversityTown Peshawar,03344318209
FBR-101391,Uzma Mirza,0,0,Non-Filer,"House 388, Street 37, Wapda Town, Lahore",+92 300 2957391
FBR-101392,K.Chaudhry,565932,44934,Filer,مکان 53 گلی 34 Bahria Phase 4 راولپنڈی,+92 313 2541145
FBR-101393,Tariq Tarar,0,0,Filer,"House 253, Street 26, DHA Phase 5, Lahore",+92 340 9802658
FBR-101394,S.Raja,1112400,38352,Filer,مکان 230 گلی 11 Hayatabad Phase 3 Peshawar,0304-4815074
FBR-101395,Haji Bilal Khattak,408264,19908,Filer,"House No. 116, Gali 31, Gulbahar, Peshawar",0300-4674225
FBR-101397,Haji Sadia Chaudhry,1467252,78725,Filer,"House No. 302, Gali 3, F-8/3, Islamabad",0313-9245415
FBR-101398,K. Sandhu,0,0,Non-Filer,H#204 St-14 PeoplesColony Faisalabad,03181123311
FBR-101399,N. Sandhu,2597928,222696,Filer,H#82 St-13 MadinaTown Faisalabad,0344-6611739
FBR-101401,U.Virk,1057284,45827,Filer,مکان 381 گلی 14 Hayatabad Phase 3 Peshawar,03196009840
FBR-101402,Ibrahim Khokhar,1037760,83614,Filer,"321-15 B-17, Islamabad",03444637402
FBR-101404,Zafar Zaidi,787008,29135,Filer,"House 342, Street 16, Madina Town, Faisalabad",0309-2799550
FBR-101405,Bilal Khan,2314596,142559,Filer,"House 156, Street 29, DHA Phase 5, Lahore",03418481469
FBR-101406,Mian Uzma Baig,537540,40481,Filer,"House No. 39, Gali 18, Gulshan-e-Iqbal, Karachi",0318-2163129
FBR-101407,R.Kayani,2437248,191886,Filer,مکان 62 گلی 2 DHA Phase 6 کراچی,0332-1240653
FBR-101408,Ubaid Bukhari,0,0,Non-Filer,"House 140, Street 18, Gulgasht, Multan",0309-9048449
FBR-101409,K.Warraich,1043472,43838,Filer,مکان 16 گلی 3 Shah Rukn-e-Alam Multan,+92 336 8813176
FBR-101410,A.Butt,2671032,85379,Filer,مکان 395 گلی 18 Cantt Multan,+92 327 4400718
FBR-101411,U. Janjua,0,0,Filer,H#1 St-3 ShahRukn-e-Alam Multan,0346-9196133
FBR-101413,A.Saddozai,529980,27280,Filer,مکان 209 گلی 12 Shah Rukn-e-Alam Multan,+92 346 7242968
FBR-101414,Rashid Mehsud,0,0,Filer,"House 346, Street 35, University Town, Peshawar",0335-8242914
FBR-101416,Haji Rashid Shirazi,3595968,163826,Filer,"House No. 324, Gali 11, Wapda Town, Lahore",03424452965
FBR-101417,Fahad Kazmi,0,0,Non-Filer,"House 267, Street 7, Peoples Colony, Faisalabad",03336343672
FBR-101418,Hafsa Bangash,0,0,Filer,"House 251, Street 8, University Town, Peshawar",03257626337
FBR-101420,Madiha خان,538176,22219,Filer,"56-32 Gulbahar, Peshawar",0311-6143155
FBR-101421,Noman Rizvi,1408800,36783,Filer,"House 98, Street 2, Cantt, Multan",0300-5962433
FBR-101422,K. Kayani,2271432,83100,Filer,H#217 St-23 CliftonBlock2 Karachi,+92 330 6036779
FBR-101423,Syed Mubashir Sial,27291420,2341755,Filer,"House No. 245, Gali 40, D Ground, Faisalabad",0340-9243207
FBR-101424,H.Kayani,10975464,966366,Filer,مکان 197 گلی 35 Shah Rukn-e-Alam Multan,03066889724
FBR-101425,Malik Khalid Butt,0,0,Non-Filer,"House No. 244, Gali 17, Clifton Block 2, Karachi",0341-2391916
FBR-101428,Chaudhary Talha Khokhar,18353604,609706,Filer,"House No. 199, Gali 35, Wapda Town, Lahore",03042974150
FBR-101429,T. Mirza,0,0,Non-Filer,H#21 St-19 HayatabadPhase3 Peshawar,0345-8159368
FBR-101430,Syed Haris Rajput,3099528,213290,Filer,"House No. 3, Gali 25, DHA Phase 6, Karachi",0341-3379565
FBR-101431,Syed Hafsa Bukhari,1108968,63397,Filer,"House No. 118, Gali 29, University Town, Peshawar",0301-3758732
FBR-101432,S. Hashmi,23637600,957178,Filer,H#11 St-34 ModelTown Lahore,+92 328 2783889
FBR-101435,N.Kayani,2233680,133425,Filer,مکان 337 گلی 12 Clifton Block 2 کراچی,03462943637
FBR-101437,K.Naqvi,736128,54408,Filer,مکان 71 گلی 21 I-8/4 اسلام آباد,0317-4582959
FBR-101439,Zafar Kazmi,47468064,2502682,Filer,"House 85, Street 16, G-13/1, Islamabad",+92 335 4780612
FBR-101440,R. Butt,20910576,1579877,Filer,H#400 St-26 UniversityTown Peshawar,+92 303 7269347
FBR-101441,Shahzad Rajput,13377660,331680,Filer,"209-11 D Ground, Faisalabad",+92 319 9745266
FBR-101442,Rauf Shirazi,2726844,156595,Filer,"34-36 E-11/2, Islamabad",+92 302 1670225
FBR-101443,Wajahat Khattak,29032728,1038406,Filer,"House 156, Street 35, University Town, Peshawar",+92 345 6169762
FBR-101444,J. Bukhari,4040772,152616,Filer,H#350 St-39 Gulgasht Multan,+92 349 3302963
FBR-101446,Atif Janjua,22883028,1780976,Filer,"House 179, Street 20, Peoples Colony, Faisalabad",03159685090
FBR-101447,I. Sial,920424,48304,Filer,H#97 St-40 Gulgasht Multan,03144187101
FBR-101448,N. Khokhar,565320,18177,Filer,H#89 St-8 DGround Faisalabad,03234451640
FBR-101450,Rashid Kayani,2563128,91002,Filer,"House 130, Street 8, Peoples Colony, Faisalabad",0338-7594804
FBR-101451,Anas Khokhar,3650892,196507,Filer,"House 142, Street 33, D Ground, Faisalabad",+92 346 4341853
FBR-101452,S. Hashmi,3233316,247229,Filer,H#244 St-28 PeoplesColony Faisalabad,0335-3003950
FBR-101453,B.Butt,632868,49538,Filer,مکان 143 گلی 7 Hayatabad Phase 3 Peshawar,0348-5503244
FBR-101454,Noman بٹ,21200856,1031621,Filer,"31-1 Gulgasht, Multan",+92 305 5650204
FBR-101455,Haji Shoaib Yousafzai,2952612,130301,Filer,"House No. 385, Gali 18, D Ground, Faisalabad",0345-4965501
FBR-101456,Shoaib Mughal,40510284,2523737,Filer,"House 105, Street 35, University Town, Peshawar",0340-3690994
FBR-101457,S. Hashmi,2051832,106335,Filer,H#127 St-27 G-10/2 Islamabad,03138709241
FBR-101458,S. Lodhi,1591452,62377,Filer,H#123 St-20 G-10/2 Islamabad,+92 339 7487804
FBR-101459,Malik Tariq Tarar,23276280,1458297,Filer,"House No. 227, Gali 10, Shah Rukn-e-Alam, Multan",0339-7378070
FBR-101460,Noman Mehsud,0,0,Non-Filer,"House 269, Street 22, North Nazimabad, Karachi",03209372370
FBR-101461,L.Dar,2936844,248694,Filer,مکان 361 گلی 5 Johar Town لاہور,+92 346 3824975
FBR-101462,Rana Ghulam Warraich,0,0,Non-Filer,"House No. 367, Gali 19, Johar Town, Lahore",0316-8880476
FBR-101463,Uzma Orakzai,4048836,110439,Filer,"House 366, Street 2, E-11/2, Islamabad",+92 339 6791229
FBR-101464,Rauf Durrani,2594892,219958,Filer,"46-28 North Nazimabad, Karachi",+92 325 4834547
FBR-101465,Z.Mughal,586704,14330,Filer,مکان 300 گلی 34 Bahria Phase 4 راولپنڈی,03465252952
FBR-101466,B. Tareen,2565228,161541,Filer,H#363 St-11 SatelliteTown Rawalpindi,+92 309 1839952
FBR-101468,D.Raja,485784,11390,Filer,مکان 294 گلی 12 Peoples Colony Faisalabad,+92 328 8889458
FBR-101469,A.Baig,3870024,186876,Filer,مکان 40 گلی 5 D Ground Faisalabad,03043998601
FBR-101470,Sadia Tareen,514164,39042,Filer,"79-35 Johar Town, Lahore",+92 313 1146741
FBR-101471,Fatima Malik,1792296,143125,Filer,"House 30, Street 26, D Ground, Faisalabad",+92 312 8837887
FBR-101472,A.Shirazi,0,0,Filer,مکان 294 گلی 18 University Town Peshawar,0333-8632696
FBR-101473,Waqas Afridi,34260312,2071286,Filer,"House 35, Street 25, Peoples Colony, Faisalabad",0312-7486209
FBR-101474,Rana Gul Tareen,30119112,1410826,Filer,"House No. 269, Gali 30, North Nazimabad, Karachi",0321-8274307
FBR-101475,J. Kazmi,3554676,239645,Filer,H#65 St-3 UniversityTown Peshawar,+92 311 7165648
FBR-101476,Khalid Virk,41734416,1466583,Filer,"13-21 Gulberg III, Lahore",0301-5690665
FBR-101478,Syed Sufyan Kayani,12184332,423171,Filer,"House No. 239, Gali 30, North Nazimabad, Karachi",0323-8772872
FBR-101479,Y. Abbasi,640824,20657,Filer,H#152 St-24 Cantt Multan,+92 305 8802905
FBR-101480,F. Shirazi,2177256,147098,Filer,H#263 St-36 GulbergIII Lahore,0330-9043979
FBR-101481,O. Kazmi,41342880,2948189,Filer,H#52 St-10 SatelliteTown Rawalpindi,0344-2004736
FBR-101483,B.Naqvi,745392,25099,Filer,مکان 225 گلی 32 Peoples Colony Faisalabad,03381606595
FBR-101486,A. Sial,3996660,83734,Filer,H#131 St-14 DGround Faisalabad,0301-3741253
FBR-101487,Kamran Gondal,0,0,Non-Filer,"345-32 DHA Phase 6, Karachi",+92 301 8710913
FBR-101489,Iqra Kakar,3506208,206997,Filer,"House 12, Street 28, Bahria Phase 4, Rawalpindi",03346505504
FBR-101490,Bilal Bukhari,17313732,1118656,Filer,"House 55, Street 10, Gulberg III, Lahore",0343-4673414
FBR-101491,Z.Orakzai,1982016,65575,Filer,مکان 186 گلی 27 D Ground Faisalabad,+92 336 6556834
FBR-101492,N. Rajput,3936948,82996,Filer,H#397 St-21 Cantt Multan,03082456674
FBR-101493,Chaudhary Hassan Cheema,3665988,207185,Filer,"House No. 158, Gali 16, DHA Phase 5, Lahore",03377649560
FBR-101494,A.Mirza,1477848,56359,Filer,مکان 173 گلی 11 Bahria Phase 4 راولپنڈی,+92 348 2995485
FBR-101495,Chaudhary Ahmed Abbasi,1799796,105635,Filer,"House No. 253, Gali 6, Madina Town, Faisalabad",+92 310 1035018
FBR-101496,Z. Sandhu,559632,40289,Filer,H#359 St-23 Gulgasht Multan,0341-1678300
FBR-101499,Waqas Khattak,3435012,117756,Filer,"House 264, Street 7, Gulbahar, Peshawar",03394754605
FBR-101501,Arsalan Niazi,1700616,73776,Filer,"House 108, Street 16, Shah Rukn-e-Alam, Multan",0332-3604144
FBR-101502,Sardar Rashid Qureshi,3989940,182021,Filer,"House No. 77, Gali 5, DHA Phase 6, Karachi",0345-4338946
FBR-101503,Rauf Tarar,0,0,Filer,"343-36 B-17, Islamabad",+92 344 4519388
FBR-101504,M.Baig,29606304,2274686,Filer,مکان 26 گلی 3 DHA Phase 5 لاہور,+92 326 4129999
FBR-101505,Haji Lubna Bhatti,429108,21959,Filer,"House No. 168, Gali 28, DHA Phase 6, Karachi",0329-4086368
FBR-101507,N. Ansari,3997500,119948,Filer,H#395 St-1 CliftonBlock2 Karachi,+92 325 7258302
FBR-101508,A. Baig,781656,54754,Filer,H#171 St-33 BahriaPhase4 Rawalpindi,0303-8434659
FBR-101509,M. Baig,1072704,88247,Filer,H#233 St-38 CliftonBlock2 Karachi,+92 342 4515160
FBR-101511,T. Kayani,11640648,862666,Filer,H#118 St-38 DHAPhase5 Lahore,03295887018
FBR-101515,Zafar Malik,3642984,110354,Filer,"House 384, Street 17, F-8/3, Islamabad",+92 314 5313296
FBR-101517,Muhammad Janjua,720420,59274,Filer,"House 92, Street 8, I-8/4, Islamabad",+92 337 6456799
FBR-101518,Wajahat Kazmi,3400332,89704,Filer,"343-40 E-11/2, Islamabad",03466461576
FBR-101519,U. Rizvi,2181612,104670,Filer,H#318 St-6 DHAPhase5 Lahore,+92 302 3446335
FBR-101520,Zafar Tareen,616500,51023,Filer,"House 16, Street 22, Shah Rukn-e-Alam, Multan",03362737605
FBR-101522,Atif Khattak,3303792,230663,Filer,"22-3 Johar Town, Lahore",03331062440
FBR-101523,Zara Cheema,15463320,1172616,Filer,"House 162, Street 30, Clifton Block 2, Karachi",03022610232
FBR-101524,M.Awan,2923296,117315,Filer,مکان 284 گلی 36 North Nazimabad کراچی,03211544925
FBR-101525,Maryam Sial,520716,45733,Filer,"House 55, Street 4, DHA Phase 5, Lahore",+92 322 5333242
FBR-101526,Ehsan Tarar,2754036,165610,Filer,"187-5 G-13/1, Islamabad",0303-4291236
FBR-101527,Sardar Atif Ansari,2622192,102968,Filer,"House No. 71, Gali 34, Cantt, Multan",+92 349 2679778
FBR-101528,Babar Bhatti,1461192,112050,Filer,"296-14 F-8/3, Islamabad",0341-4884250
FBR-101529,Madiha Zaidi,332028,28712,Filer,"House 280, Street 20, D Ground, Faisalabad",03013416259
FBR-101530,Owais Tarar,762660,66599,Filer,"House 171, Street 18, B-17, Islamabad",0302-2153392
FBR-101532,Tariq Cheema,0,0,Non-Filer,"333-37 Bahria Phase 4, Rawalpindi",0300-8890587
FBR-101533,Chaudhary Hafsa Kazmi,12588264,458778,Filer,"House No. 3, Gali 34, Westridge, Rawalpindi",+92 329 4146566
FBR-101534,Rauf Dar,39334428,1702061,Filer,"199-13 D Ground, Faisalabad",0344-6775856
FBR-101535,Obaid Bukhari,0,0,Non-Filer,"House 128, Street 40, Gulberg III, Lahore",03065278178
FBR-101536,N. Bukhari,1212948,57386,Filer,H#354 St-9 ChaklalaScheme3 Rawalpindi,03033036562
FBR-101538,Syed Muhammad Khattak,16998120,1243731,Filer,"House No. 357, Gali 1, Satellite Town, Rawalpindi",0331-6727019
FBR-101539,Noor Khattak,2228028,158834,Filer,"House 189, Street 21, Hayatabad Phase 3, Peshawar",+92 322 2120594
FBR-101540,T. Abbasi,22289172,1427039,Filer,H#181 St-13 Westridge Rawalpindi,+92 317 9202607
FBR-101541,M. Sial,24055740,678140,Filer,H#32 St-4 DHAPhase6 Karachi,0338-5849838
FBR-101542,R. Mirza,24860328,600342,Filer,H#219 St-1 JoharTown Lahore,03382095468
FBR-101543,Uzma Gondal,31651764,1399983,Filer,"353-18 DHA Phase 6, Karachi",0336-5523800
FBR-101544,N. Malik,386364,33100,Filer,H#331 St-32 HayatabadPhase3 Peshawar,03339551308
FBR-101545,S. Durrani,12769260,659471,Filer,H#131 St-7 WapdaTown Lahore,0316-3488038
FBR-101546,Syed Rabia Qureshi,0,0,Non-Filer,"House No. 130, Gali 16, Chaklala Scheme 3, Rawalpindi",0337-3198933
FBR-101547,A. Malik,2887308,153703,Filer,H#215 St-37 WapdaTown Lahore,0320-9070163
FBR-101548,Noor Tareen,773088,50997,Filer,"House 357, Street 18, Gulshan-e-Iqbal, Karachi",03437743663
FBR-101549,Syed Rabia Gilani,3074856,117017,Filer,"House No. 195, Gali 31, DHA Phase 5, Lahore",+92 327 5483682
FBR-101550,G.Rajput,1439832,55568,Filer,مکان 273 گلی 22 Hayatabad Phase 3 Peshawar,03338228013
FBR-101551,Asad Gilani,357096,12059,Filer,"211-3 Bahria Phase 4, Rawalpindi",03177918250
FBR-101553,A. Bukhari,781116,48576,Filer,H#144 St-38 CliftonBlock2 Karachi,+92 333 2568383
FBR-101555,Bushra Tareen,2402808,82334,Filer,"4-32 Gulgasht, Multan",03471075787
FBR-101557,Chaudhary Farah Lodhi,2815968,124965,Filer,"House No. 81, Gali 15, Bahria Phase 4, Rawalpindi",0340-5972912
FBR-101558,Ubaid Sheikh,460560,27722,Filer,"House 116, Street 40, Shah Rukn-e-Alam, Multan",03102977634
FBR-101559,Malik Ibrahim Afridi,2038188,128217,Filer,"House No. 352, Gali 28, University Town, Peshawar",+92 311 3668732
FBR-101560,Jawad بٹ,3571284,193737,Filer,"351-27 Peoples Colony, Faisalabad",0301-3642987
FBR-101561,Asad Sial,2316348,160872,Filer,"House 137, Street 34, Bahria Phase 4, Rawalpindi",03115918063
FBR-101562,T.Sial,315744,16913,Filer,مکان 143 گلی 21 Westridge راولپنڈی,03019503132
FBR-101563,Haris Warraich,1298424,104975,Filer,"House 396, Street 35, Model Town, Lahore",03312935210
FBR-101565,Danish Awan,26668056,723682,Filer,"261-39 Satellite Town, Rawalpindi",03415051609
FBR-101566,H. Rizvi,19933104,1786396,Filer,H#134 St-22 I-8/4 Islamabad,0342-3991546
FBR-101567,Naveed Gondal,41502936,2044107,Filer,"House 46, Street 34, Gulgasht, Multan",0307-2374929
FBR-101568,Zainab Raja,321480,9134,Filer,"House 236, Street 11, Shah Rukn-e-Alam, Multan",0325-1502647
FBR-101569,Farah Orakzai,0,0,Non-Filer,"16-6 B-17, Islamabad",+92 315 2286669
FBR-101570,Sardar Sufyan Rizvi,1684500,37146,Filer,"House No. 30, Gali 39, Shah Rukn-e-Alam, Multan",03325938844
FBR-101571,Malik Ayesha Khattak,0,0,Non-Filer,"House No. 134, Gali 11, Gulberg III, Lahore",03083482081
FBR-101572,Irfan Hashmi,1214064,69220,Filer,"House 78, Street 12, Peoples Colony, Faisalabad",03373398836
FBR-101573,Mian Ayesha Sial,3108456,246705,Filer,"House No. 23, Gali 39, Clifton Block 2, Karachi",0300-5383639
FBR-101574,S.Sandhu,3558192,243484,Filer,مکان 141 گلی 34 Gulgasht Multan,03167337109
FBR-101575,A. Lodhi,595164,25433,Filer,H#165 St-24 PeoplesColony Faisalabad,0305-6203057
FBR-101576,Rida بٹ,40514136,2973748,Filer,"21-31 D Ground, Faisalabad",0306-4488260
